Date,Close,High,Low,Open,Volume,Ticker
2020-06-03,79.00978088378906,79.27224371259338,78.32447033961016,78.89799500589793,104491200,AAPL
2020-06-04,78.32931518554688,79.1312690763083,77.95506657558614,78.83236263047952,87560400,AAPL
2020-06-05,80.56023406982422,80.62098839416043,78.55048369064991,78.5796445797234,137250400,AAPL
2020-06-08,81.03654479980469,81.07057078079636,79.54442247076808,80.25646136244434,95654400,AAPL
2020-06-09,83.59551239013672,83.98919920003063,80.68417010070951,80.71576353395018,147712400,AAPL
2020-06-10,85.7462158203125,86.21523738880465,84.10584918729383,84.5457098689179,166651600,AAPL
2020-06-11,81.62950897216797,85.31365210238673,81.52744586006406,84.88837183058858,201662400,AAPL
2020-06-12,82.3342514038086,84.52140692132026,81.22123552584637,83.77291696294331,200146000,AAPL
2020-06-15,83.35248565673828,84.00620266393342,80.82267515019947,80.98549997370785,138808800,AAPL
2020-06-16,85.56151580810547,85.83370137590062,83.77291228895632,85.41084628969108,165428800,AAPL
2020-06-17,85.44244384765625,86.36833908315948,85.32093520870518,86.30758476368395,114406400,AAPL
2020-06-18,85.4764633178711,85.89445330068732,84.86648762356708,85.39869601495222,96820400,AAPL
2020-06-19,84.9880142211914,86.65025173694244,83.87742333103371,86.18366265338062,264476000,AAPL
2020-06-22,87.21161651611328,87.35499583192716,85.33552267955825,85.38169655946604,135445200,AAPL
2020-06-23,89.07311248779297,90.49476488581807,88.03785662792788,88.4582791409651,212155600,AAPL
2020-06-24,87.50080108642578,89.62234460688504,87.12655239933392,88.7013070407747,192623200,AAPL
2020-06-25,88.66242218017578,88.70130583433298,86.89568925164441,87.65633451294114,137522400,AAPL
2020-06-26,85.93820190429688,88.77907450051282,85.78995750703652,88.55792788577938,205256800,AAPL
2020-06-29,87.91879272460938,88.01357302520984,85.3671112421525,85.84585558837018,130646000,AAPL
2020-06-30,88.65267944335938,88.93944540113674,87.48619974659033,87.5056378611411,140223200,AAPL
2020-07-01,88.48503112792969,89.27483740277849,88.43643211464202,88.73048098963713,110737200,AAPL
2020-07-02,88.48503112792969,90.03062510995592,88.3708201093687,89.3939209303781,114041600,AAPL
2020-07-06,90.85200500488281,91.32102654126581,89.88479363094679,89.91638706165726,118655600,AAPL
2020-07-07,90.57009887695312,92.0111893796949,90.45831301928035,91.2311060890885,112424400,AAPL
2020-07-08,92.67950439453125,92.71109782941653,91.46198537616378,91.54947545863833,117092000,AAPL
2020-07-09,93.07805633544922,93.62727037791086,92.0282198433449,93.57380627647132,125642800,AAPL
2020-07-10,93.24085235595703,93.29918153632202,92.05979213580613,92.67219290740687,90257200,AAPL
2020-07-13,92.81072998046875,97.16317034048585,92.59687358818513,94.54830204332501,191649200,AAPL
2020-07-14,94.34661865234375,94.5385969991495,91.25543798504268,92.19104875223829,170989200,AAPL
2020-07-15,94.99545288085938,96.47542722006055,93.79494692925732,96.22511971933456,153198000,AAPL
2020-07-16,93.8265380859375,94.68438876337166,93.22628512469839,93.86542173959128,110577600,AAPL
2020-07-17,93.63697052001953,94.43406675668288,93.16308394375518,94.27853958226679,92186800,AAPL
2020-07-20,95.61028289794922,95.74880452196625,93.37938613595313,93.72447392303613,90318000,AAPL
2020-07-21,94.29071044921875,96.47786610396867,94.04040293204935,96.40253133583123,103433200,AAPL
2020-07-22,94.55561065673828,95.23848875074623,93.9043260017763,93.99180867947258,89001600,AAPL
2020-07-23,90.25176239013672,94.36604333190014,89.44008553110294,94.28827601915101,197004400,AAPL
2020-07-24,90.02816009521484,90.3732478217121,86.65507978820487,88.44612298600447,185438800,AAPL
2020-07-27,92.161865234375,92.25421298171179,90.86901902055509,91.09259075129832,121214000,AAPL
2020-07-28,90.64787292480469,91.90913313088771,90.64300783304508,91.73172785652534,103625600,AAPL
2020-07-29,92.38545227050781,92.57014778095314,91.09503107606254,91.13148218567702,90329200,AAPL
2020-07-30,93.5033187866211,93.60781442343111,91.14848105836067,91.5567482554076,158130000,AAPL
2020-07-31,103.29205322265625,103.44272272989053,98.00885320518057,100.0113203728721,374336800,AAPL
2020-08-03,105.89479064941406,108.51937457678676,104.87898009446755,105.17788663317357,308151200,AAPL
2020-08-04,106.60196685791016,107.69554467867292,105.36014463163505,106.08433883614123,173071600,AAPL
2020-08-05,106.98835754394531,107.30914213352884,105.855896128936,106.32249256981191,121776800,AAPL
2020-08-06,110.7210922241211,111.21684951983971,106.73075289757836,107.32128306989559,202428800,AAPL
2020-08-07,108.2037582397461,110.69917615288762,107.40522480472758,110.24147880055945,198045600,AAPL
2020-08-10,109.7764892578125,110.7965681078349,107.12038961467015,109.65232461053742,212403600,AAPL
2020-08-11,106.51175689697266,109.53790628694743,106.25125778841227,109.03882559792697,187902400,AAPL
2020-08-12,110.05159759521484,110.30965976352992,107.41010462326905,107.60486600059996,165598000,AAPL
2020-08-13,111.99923706054688,113.00470916588479,110.94507089779177,111.4344186850555,210082000,AAPL
2020-08-14,111.8994140625,111.98949137768707,110.08566824114567,111.82394347790165,165565200,AAPL
2020-08-17,111.60726165771484,113.04852095183266,110.97914996990063,113.02417392493486,119561600,AAPL
2020-08-18,112.53726196289062,112.96330892543267,111.02296903312585,111.35893868376326,105633600,AAPL
2020-08-19,112.6784896850586,114.09540227558831,112.5835459170633,112.94629218270236,145538000,AAPL
2020-08-20,115.17875671386719,115.29318105450595,112.70281190884117,112.71985557077384,126907200,AAPL
2020-08-21,121.11421966552734,121.59869363243206,116.1282493861733,116.14041918677735,338054800,AAPL
2020-08-24,122.56275177001953,125.4136198889964,120.69301605778207,125.32840158232875,345937600,AAPL
2020-08-25,121.55728149414062,121.90299144042675,119.83118355360803,121.43312428900023,211495600,AAPL
2020-08-26,123.21035766601562,123.66805506312153,121.8080520118478,122.87682491569296,163022400,AAPL
2020-08-27,121.73745727539062,124.14766458561553,120.5907768320979,123.8141318298438,155552400,AAPL
2020-08-28,121.5402603149414,123.13245352128918,121.31627804416574,122.71370987305927,187630000,AAPL
2020-08-31,125.66195678710938,127.5706540266875,122.7015450943712,124.2401853001041,225702700,AAPL
2020-09-01,130.66737365722656,131.27115314665346,127.11293080171876,129.28454878420325,151948100,AAPL
2020-09-02,127.96016693115234,134.36791557513135,123.67535734483123,133.98812570206806,200119000,AAPL
2020-09-03,117.71556854248047,125.46718865430032,117.34551895820641,123.58771983998423,257599600,AAPL
2020-09-04,117.79348754882812,120.4617572800833,107.98710202760628,116.92678671535833,332607200,AAPL
2020-09-08,109.8665542602539,115.87503183912058,109.7302198285856,110.96697001005361,231366600,AAPL
2020-09-09,114.24877166748047,116.02112702129683,112.24270116526816,114.19034473779914,176940500,AAPL
2020-09-10,110.5190200805664,117.345512119,109.5549387003112,117.20917767854652,182274400,AAPL
2020-09-11,109.06804656982422,112.21349439620566,107.12040288107737,111.5707684126771,180860300,AAPL
2020-09-14,112.34007263183594,112.89515070723368,109.84709144123131,111.71682733418477,140150100,AAPL
2020-09-15,112.51537322998047,115.71924788814476,110.63589683262789,115.23233698136607,184642000,AAPL
2020-09-16,109.19462585449219,112.96331855332305,109.10698546668381,112.21347910439461,154679000,AAPL
2020-09-17,107.45149230957031,109.26280142604845,105.8641654729451,106.84772755719133,178011000,AAPL
2020-09-18,104.04309844970703,107.97733869117779,103.31273223375831,107.50990847358545,287104900,AAPL
2020-09-21,107.19828796386719,107.30540893869026,100.40100964447095,101.80331518421332,195713800,AAPL
2020-09-22,108.88300323486328,109.90551900427155,106.3023816419501,109.730230798935,183055400,AAPL
2020-09-23,104.31580352783203,109.17517267845402,103.97495992260683,108.69800203267872,150718700,AAPL
2020-09-24,105.38697052001953,107.36382710009974,102.2512639048569,102.41681178710614,167743300,AAPL
2020-09-25,109.34068298339844,109.49649799840634,104.85136502142971,105.59147148337959,149981400,AAPL
2020-09-28,111.95054626464844,112.30112268518972,109.82761457566852,111.99924032348427,137672400,AAPL
2020-09-29,111.10333251953125,112.2913963783167,110.59694842102935,111.55129711355788,99382200,AAPL
2020-09-30,112.77828216552734,114.19032800652033,110.64561781826201,110.81116571454996,142675200,AAPL
2020-10-01,113.73262023925781,114.6382745821108,112.79775243851745,114.56036707463188,116120400,AAPL
2020-10-02,110.06131744384766,112.34980421996083,109.28226459701011,109.93472330652477,144712000,AAPL
2020-10-05,113.45023345947266,113.5963082073717,110.57746227936272,110.92803870245231,106243800,AAPL
2020-10-06,110.19766998291016,113.08018139775959,109.31148864679248,112.67117062665213,161498200,AAPL
2020-10-07,112.06741333007812,112.52511075993657,111.14227817215749,111.61945619842345,96849000,AAPL
2020-10-08,111.96028137207031,113.35284669197739,111.59022437328177,113.20677195191192,83477200,AAPL
2020-10-09,113.90794372558594,113.93715719252894,111.91160594820737,112.26218241086576,100506900,AAPL
2020-10-12,121.14341735839844,121.90299707303168,116.15744772819468,116.91702744282793,240226800,AAPL
2020-10-13,117.92979431152344,122.10748986841068,116.51775596294262,121.99062860169265,262330500,AAPL
2020-10-14,118.01746368408203,119.8092921898273,116.48856378941026,117.83243516871921,150712000,AAPL
2020-10-15,117.55000305175781,118.02717354979713,115.05702216278772,115.61210017102462,112559200,AAPL
2020-10-16,115.90425109863281,118.36802614774093,115.69974944089714,118.10509013803102,115393800,AAPL
2020-10-19,112.94384765625,117.26761109070254,112.63222499944558,116.81965398590057,120639300,AAPL
2020-10-20,114.43379974365234,115.86531895269678,112.60301003753486,113.15808815638162,124423700,AAPL
2020-10-21,113.81056213378906,115.60239076917915,113.4015513107795,113.61579330624377,89946000,AAPL
2020-10-22,112.71988677978516,114.94993985904085,111.59024979095489,114.37538106515743,101988000,AAPL
2020-10-23,112.02845764160156,113.49893059893087,111.28835101391871,113.34311554903111,82572600,AAPL
2020-10-26,112.03819274902344,113.49892534064216,109.92499395326571,111.02541726060738,111850700,AAPL
2020-10-27,113.547607421875,114.20980646740922,111.54153712055215,112.46666475299311,92276800,AAPL
2020-10-28,108.28897094726562,112.4082400407623,108.19159026240904,112.03819046643926,143937800,AAPL
2020-10-29,112.3011245727539,113.86897819384106,109.26279802021777,109.42835336524011,146129200,AAPL
2020-10-30,106.01024627685547,109.0583059665517,104.90008997174331,108.15265135662641,190272600,AAPL
2020-11-02,105.922607421875,107.78261086326383,104.51056860371104,106.25371073951881,122866900,AAPL
2020-11-03,107.54888916015625,108.57139766071819,105.88365466238004,106.78930929411845,107624400,AAPL
2020-11-04,111.94081115722656,112.56405650493748,109.40887600344215,111.15201788927038,138235500,AAPL
2020-11-05,115.91399383544922,116.48855249232687,113.81054286184263,114.86226463381101,126387100,AAPL
2020-11-06,115.7823257446289,116.27982636729172,113.28503575822147,115.42138735344203,114457900,AAPL
2020-11-09,113.47037506103516,119.00146877246537,113.20699283584307,117.54797309772637,154515300,AAPL
2020-11-10,113.12895202636719,114.70926027820961,111.33402473178882,112.71924303088868,138023400,AAPL
2020-11-11,116.5627212524414,116.69929092457168,113.58744488961582,114.31907132280901,112295000,AAPL
2020-11-12,116.28956604003906,117.57722808905325,115.6652454976375,116.68952534133676,103162300,AAPL
2020-11-13,116.33834075927734,116.7382926065819,114.98239392252158,116.51393137193214,81581900,AAPL
2020-11-16,117.35286712646484,118.02595829386176,115.25553681069077,116.0066699066951,91183000,AAPL
2020-11-17,116.46515655517578,117.71379763887923,116.0456904933859,116.62124041188267,74271000,AAPL
2020-11-18,115.13847351074219,116.88462258409794,115.10920964823985,115.70426632741369,76322100,AAPL
2020-11-19,115.73353576660156,116.14324474635212,113.94836564306064,114.7092558747369,74113000,AAPL
2020-11-20,114.46538543701172,115.86035340373675,114.4166148091823,115.73354084039397,73604300,AAPL
2020-11-23,111.06088256835938,114.73852865880856,110.96333387323223,114.30930546926308,127959300,AAPL
2020-11-24,112.34854125976562,113.01188278583413,109.83174481299207,111.11941434226163,113874200,AAPL
2020-11-25,113.18748474121094,113.88984730295674,112.34855250829112,112.71924799503968,76499200,AAPL
2020-11-27,113.73375701904297,114.61171017176824,113.37282609805314,113.71425025675507,46691300,AAPL
2020-11-30,116.13349914550781,118.00646092624498,113.94836962549256,114.1044534951316,169410200,AAPL
2020-12-01,119.71358489990234,120.44521126709455,117.06997585287974,118.04547767580269,127728200,AAPL
2020-12-02,120.06477355957031,120.34766999877131,117.92842205395955,119.0307365025797,89004200,AAPL
2020-12-03,119.92820739746094,120.74762543083594,119.21608772727546,120.49399284991507,78967600,AAPL
2020-12-04,119.2551040649414,119.85016080332304,118.54298442241485,119.59652823225333,78260400,AAPL
2020-12-07,120.71833038330078,121.51824144652498,119.25507789380622,119.31360561179015,86712000,AAPL
2020-12-08,121.33291625976562,121.9182233181416,120.07451799223874,121.32316659995087,82225500,AAPL
2020-12-09,118.79660034179688,122.86444079891501,118.03571017773018,121.47923011856346,115089200,AAPL
2020-12-10,120.22084045410156,120.83541135490303,117.20654344679436,117.54796759030177,81312200,AAPL
2020-12-11,119.41118621826172,119.75261038065898,117.5967521638208,119.43069298076075,86939800,AAPL
2020-12-14,118.79660034179688,120.32813777119685,118.56248200881195,119.59651146844232,79184500,AAPL
2020-12-15,124.74717712402344,124.76669132932152,121.08904509194299,121.29389959264086,157243700,AAPL
2020-12-16,124.67887878417969,125.22515739352977,123.4595015722462,124.28868403035126,98208600,AAPL
2020-12-17,125.54706573486328,126.40551199352088,124.90323104087008,125.74216309774691,94359800,AAPL
2020-12-18,123.55706024169922,125.93728698989182,123.03028838222276,125.80071733474844,192541500,AAPL
2020-12-21,125.0886001586914,125.16664209419943,120.42570242817166,121.95724006069578,121251600,AAPL
2020-12-22,128.64915466308594,131.1171724990301,126.47377539664267,128.38576506556214,168904800,AAPL
2020-12-23,127.75169372558594,129.18566735692258,127.5760957006435,128.92229264696826,88223700,AAPL
2020-12-24,128.73696899414062,130.19047198118514,127.88828722259836,128.1028988014902,54930100,AAPL
2020-12-28,133.34130859375,133.97537864413522,130.2392059398571,130.70745739872882,124486200,AAPL
2020-12-29,131.56594848632812,135.38991449680984,131.04893362298358,134.66805255137436,121047300,AAPL
2020-12-30,130.444091796875,132.6584848793838,130.13192410023277,132.2585255999266,96452100,AAPL
