Date,Close,High,Low,Open,Volume,Ticker
2020-01-02,72.62084197998047,72.68128882574726,71.37321819790198,71.62709199861638,135480400,AAPL
2020-01-03,71.91480255126953,72.6764311518872,71.68994210914916,71.84710239518715,146322800,AAPL
2020-01-06,72.48785400390625,72.52654087038833,70.78325591626742,71.03471685901826,118387200,AAPL
2020-01-07,72.14691925048828,72.75380038336598,71.92689191208954,72.49750642408024,108872000,AAPL
2020-01-08,73.30750274658203,73.60973691556963,71.84952541053639,71.84952541053639,132079200,AAPL
2020-01-09,74.86463928222656,75.05806626477451,74.03531021087177,74.28676381243083,170108400,AAPL
2020-01-10,75.03386688232422,75.59965578823589,74.5309524288927,75.09915419080262,140644800,AAPL
2020-01-13,76.63692474365234,76.66352519200935,75.23214067732687,75.35062150930146,121532000,AAPL
2020-01-14,75.60208129882812,76.78442520845898,75.47877474428456,76.5740713542954,161954400,AAPL
2020-01-15,75.278076171875,76.28391248020361,74.84527472915032,75.40139008732662,121923600,AAPL
2020-01-16,76.2210464477539,76.33227394816954,75.45941772509225,75.82209877195635,108829200,AAPL
2020-01-17,77.06490325927734,77.06731611579798,76.16303357048375,76.47010092249148,137816400,AAPL
2020-01-21,76.54264068603516,77.13501540190998,76.40482009407555,76.6925476967564,110843200,AAPL
2020-01-22,76.81584930419922,77.36953706088629,76.7215486894379,77.02861598860008,101832400,AAPL
2020-01-23,77.185791015625,77.26557760751265,76.32018802900329,76.86905012564355,104472000,AAPL
2020-01-24,76.96334075927734,78.17711075717362,76.77232666197627,77.43240886934917,146537600,AAPL
2020-01-27,74.70021057128906,75.38204534370864,73.71613420898714,74.96859100895418,161940000,AAPL
2020-01-28,76.81341552734375,76.98508246127517,75.48358524576821,75.5827189340282,162234000,AAPL
2020-01-29,78.42129516601562,79.26997098451972,77.70560679514402,78.44789560704737,216229200,AAPL
2020-01-30,78.30768585205078,78.3608793764205,77.06973551628201,77.50253703825538,126743200,AAPL
2020-01-31,74.83560943603516,78.01994488964468,74.54062855663432,77.59681700240047,199588400,AAPL
2020-02-03,74.63008117675781,75.79791078115785,73.07297011838175,73.57588453843302,173788400,AAPL
2020-02-04,77.09391021728516,77.2849243200521,75.83177975550196,76.23798079684781,136616400,AAPL
2020-02-05,77.7225570678711,78.52287271376575,77.11808861152979,78.22305134186004,118826800,AAPL
2020-02-06,78.63166046142578,78.63408069608217,77.4348175300206,77.99334570709586,105425600,AAPL
2020-02-07,77.56285858154297,78.37961468469555,77.07086561575886,78.12998293153962,117684000,AAPL
2020-02-10,77.93124389648438,77.93124389648438,76.06506702253098,76.14504296724274,109348800,AAPL
2020-02-11,77.46106719970703,78.50079892091712,77.242943577511,78.42809351227764,94323200,AAPL
2020-02-12,79.30059814453125,79.30544270651585,77.91186562118695,77.91186562118695,113730400,AAPL
2020-02-13,78.73587799072266,79.06306707389666,78.36749164748854,78.57107415792922,94747600,AAPL
2020-02-14,78.75529479980469,79.00492660303503,78.24633467193618,78.70439360962273,80113600,AAPL
2020-02-18,77.31322479248047,77.49499569716498,76.24925554684746,76.43102645153198,152531200,AAPL
2020-02-19,78.43292999267578,78.66317609010646,77.5555836361956,77.5555836361956,93984000,AAPL
2020-02-20,77.6282730102539,78.6825454868993,77.12173909676193,78.19297862893117,100566000,AAPL
2020-02-21,75.87117004394531,77.66464882542346,75.25315194781216,77.22112369135226,129554000,AAPL
2020-02-24,72.26728057861328,73.72144817577714,70.09815168394451,72.04431235563099,222195200,AAPL
2020-02-25,69.81941223144531,73.3215345796045,69.34681232251152,72.93860713253768,230673600,AAPL
2020-02-26,70.92700958251953,72.19456142629366,69.43648955817032,69.44376009892217,198054800,AAPL
2020-02-27,66.29063415527344,69.31530465753468,66.15491247212168,68.12773623181833,320605600,AAPL
2020-02-28,66.25184631347656,67.47577466773187,62.13413237510461,62.34983736802518,426510000,AAPL
2020-03-02,72.41995239257812,73.05736355673497,67.30855537364073,68.41372189685545,341397200,AAPL
2020-03-03,70.11994934082031,73.67781024463216,69.26683312015966,73.59783429708392,319475600,AAPL
2020-03-04,73.37244415283203,73.53240346907992,71.04335603675204,71.84557120107807,219178400,AAPL
2020-03-05,70.992431640625,72.59927985968368,70.62646393562468,71.62256471651843,187572800,AAPL
2020-03-06,70.04965209960938,70.4834806861114,68.15923783954538,68.34585328692468,226176800,AAPL
2020-03-09,64.50929260253906,67.39823435621751,63.741004240036446,63.92277516467533,286744800,AAPL
2020-03-10,69.15534210205078,69.42194089429611,65.28483354397228,67.1679847520732,285290000,AAPL
2020-03-11,66.75354766845703,68.15682117418298,65.88831635585085,67.22858097514904,255598800,AAPL
2020-03-12,60.16132736206055,65.43753239872558,60.105585314384975,62.02993408107194,418474000,AAPL
2020-03-13,67.36915588378906,67.84176327226216,61.305276470031124,64.19907403871548,370732000,AAPL
2020-03-16,58.70231246948242,62.7909413516552,58.166692548418034,58.63929618574619,322423600,AAPL
2020-03-17,61.2834587097168,62.43467081545571,57.778913814310236,59.98682469346223,324056000,AAPL
2020-03-18,59.783233642578125,60.59029684026707,57.46868356365228,58.110942929042054,300233600,AAPL
2020-03-19,59.325172424316406,61.278603044823406,58.79924908019055,59.95773528488038,271857200,AAPL
2020-03-20,55.55888366699219,61.03382237097015,55.258354443077174,59.906840554892725,401693200,AAPL
2020-03-23,54.378578186035156,55.37953106884565,51.52841196651316,55.27773981437753,336752800,AAPL
2020-03-24,59.83414077758789,60.03045277933711,56.785236104652014,57.284499639505285,287531200,AAPL
2020-03-25,59.5045280456543,62.58978535507417,59.20884706003286,60.77207619664994,303602000,AAPL
2020-03-26,62.63582229614258,62.693986610997555,59.70809887531277,59.746877550641436,252087200,AAPL
2020-03-27,60.042564392089844,62.012958412771816,59.875334574134676,61.25679266007546,204216800,AAPL
2020-03-30,61.75606155395508,61.92813964643738,60.444886473049856,60.76965331673908,167976400,AAPL
2020-03-31,61.630035400390625,63.61739674195396,61.0750298122147,61.947531717359034,197002000,AAPL
2020-04-01,58.387245178222656,60.28008580485976,57.95584248192985,59.742043574986454,176218400,AAPL
2020-04-02,59.36153030395508,59.41485006682693,57.41537005354861,58.24909322048442,165934000,AAPL
2020-04-03,58.5084228515625,59.54815085540586,57.91706088463897,58.845304798537626,129880000,AAPL
2020-04-06,63.612545013427734,63.76765233671357,60.440037765372786,60.80842412991893,201820400,AAPL
2020-04-07,62.87576675415039,65.84954352590515,62.77155320925698,65.6314125205115,202887200,AAPL
2020-04-08,64.48503875732422,64.80010532216062,63.312011573340016,63.67797191329824,168895200,AAPL
2020-04-09,64.95037078857422,65.45448618898067,64.15300782522117,65.12245255308986,161834800,AAPL
2020-04-13,66.22520446777344,66.33426997710056,64.4268809310659,65.02793942933454,131022800,AAPL
2020-04-14,69.56977844238281,69.86061483646596,67.38852767558943,67.86113496690535,194994800,AAPL
2020-04-15,68.9347915649414,69.39527634714266,68.0138220005389,68.44279864460466,131154400,AAPL
2020-04-16,69.48252868652344,69.84849644250897,68.43068203167357,69.64975849579653,157125200,AAPL
2020-04-17,68.53974151611328,69.54554637079254,67.1001154570163,68.99780771504257,215250000,AAPL
2020-04-20,67.11708068847656,68.26829630867668,67.09769504818215,67.36429382895744,130015200,AAPL
2020-04-21,65.04246520996094,67.19463355650954,64.3299227872178,66.95954292864836,180991600,AAPL
2020-04-22,66.91593170166016,67.35217892207115,65.9707244599182,66.31244725801642,116862400,AAPL
2020-04-23,66.6565933227539,68.28526070625729,66.61781464739953,66.86017582115733,124814400,AAPL
2020-04-24,68.58092498779297,68.59062150334698,67.13402883580568,67.18250401730153,126161200,AAPL
2020-04-27,68.6294174194336,68.96145104694212,67.84901413734978,68.29737639564895,117087600,AAPL
2020-04-28,67.51698303222656,69.27410181526112,67.42489198474726,69.09233090667134,112004800,AAPL
2020-04-29,69.73458099365234,70.20476224764936,68.8039150032608,69.0074974952581,137280800,AAPL
2020-04-30,71.20569610595703,71.3826223912063,69.88483240246467,70.27503026645908,183064000,AAPL
2020-05-01,70.05936431884766,72.46600961904917,69.2789608424837,69.37590385770176,240616800,AAPL
2020-05-04,71.05059814453125,71.17904926274149,69.39284870721828,70.08357948850092,133568000,AAPL
2020-05-05,72.11699676513672,72.95071986963468,71.36567557958281,71.51109377618626,147751200,AAPL
2020-05-06,72.86105346679688,73.49361268962589,72.43449536031221,72.81984880576161,142333600,AAPL
2020-05-07,73.61479949951172,73.96138168836862,73.18582277419723,73.488774319377,115215200,AAPL
2020-05-08,75.36692810058594,75.42039218313751,73.94770849211302,74.27578320702963,133838400,AAPL
2020-05-11,76.55288696289062,77.048636946995,74.66463767418456,74.8736364220834,145946400,AAPL
2020-05-12,75.6780014038086,77.6901839023614,75.55649278090975,77.23816796870288,162301200,AAPL
2020-05-13,74.7642593383789,76.78130706727246,73.68526209938001,75.85783701982658,200622400,AAPL
2020-05-14,75.22356414794922,75.28431846247351,73.2769935373758,74.00118763637258,158929200,AAPL
2020-05-15,74.77884674072266,74.8250206182074,72.95621710200552,72.99024308175176,166348400,AAPL
2020-05-18,76.54071807861328,76.91496675486883,75.4131217905622,76.10572250052454,135178400,AAPL
2020-05-19,76.09843444824219,77.40586118201702,76.06684101530527,76.55773324993602,101729600,AAPL
2020-05-20,77.57841491699219,77.6488845938643,76.91983269792289,76.95871635566236,111504800,AAPL
2020-05-21,77.0000228881836,77.98181472796601,76.76186329555514,77.43988355018321,102688800,AAPL
2020-05-22,77.49578857421875,77.57841356436222,76.63550527544366,76.73756838596826,81803200,AAPL
2020-05-26,76.97085571289062,78.79591020427941,76.91495907592241,78.61607981377851,125522000,AAPL
2020-05-27,77.30622100830078,77.4520328550853,76.08627697001077,76.82748410104101,112945200,AAPL
2020-05-28,77.3402328491211,78.60149285636655,76.70352889805483,76.9805646816368,133560800,AAPL
2020-05-29,77.26490783691406,78.0449911609041,76.90767216991519,77.58325985255884,153532400,AAPL
2020-06-01,78.21511840820312,78.33662705652523,77.08751459195024,77.21874600870194,80791200,AAPL
2020-06-02,78.57722473144531,78.60152794836702,77.5055173870129,77.94781071956606,87642800,AAPL
